Utterance,ContentFocus,MediaProduction,InclusiveDisposition,SocialDisposition,CollaborativeDisposition,Cross-culturalDisposition,InfoSharing,ParticipatoryTeaching,Feedback,IdeaIntroduction,KnowledgeAcquisition,Curiosity,Self-Awareness,TaskOrientation
 And I think that stuff's in a biological way like you said about gases and that kind of stuff. But change always affects like your mental health like if you are moving a lot when you are children that affects you. And you can see the affect when in future. And like in Finland we probably like kind of parts of who we are is the fact that we live in Finland and we do with these kind of winter activities. That's that. That's just like part of us. So when climate change changes that and we can't go skiing or hiking or something like that in winter and we don't see snow. It can change the perception of us. And we need to rethink where we are and what kind of people we are if we are not Finnish and if we don't live here and how our culture takes the hit after climate change. And like how it affects our children. And if we move do we continue using Finnish language? And so on.  ,1,0,0,0,0,1,1,1,0,0,0,0,0,0
 Thank you. Oh just to add on. The effects of climate to the psychology for example Mombasa. This for example there's a rise in the sea level and the level of water increases. So this level of water may cause flood into the area land of course. When that’s so[00:51:24](inaudible-audio cut out)  death of animal and also people which may alter the how people percieve. They like they may be used to such horrible things. And also for example like they say in Mombasa when there is a climate change this example the high temperature. The people becomes they become more prone to sweating in the activity. They take most of their time and consider that. So if for example drinking water or (inaudible) we may affect the way of how they do things.,1,0,0,0,0,1,1,1,0,0,0,0,0,0
 Excellent. Yeah. Thank you for everyone's thoughts there. Just wondering Emily did you have any hypothesis or thoughts on on on how climate change and emotional health or psychological health whether there's any relationship between that?,1,0,1,0,0,0,0,0,0,0,0,1,0,0
 Yes. So here in Long Beach where we live we live near oil refineries and us as students that go to school right next to the refineries are affected also by our health and psychologically because if we live there we we are breathing those the polluted air and so it's affecting our health. And then we also tend to worry about our estate and our families because we're all surrounded by it. And also lately there's been a lot of wildfire fires and families have been losing homes and stuff. So I think I believe that yes climate change does have a psychological effect on our mental health. And I'm trying to find ways on how we can take action. And just by doing something small can actually make a difference. So if there's any ideas that we can start maybe we can have like a group chat on Slack. And share all of - share all of our ideas on there.,1,0,0,0,1,1,1,0,0,0,0,0,0,0
 Okay. I was just thinking of this question. You know the climate change about the remedies of you know not being on the climate change. So for instance you know the usage of they are trying to you know eradicate the usage of firewood. So that to avoid you know the emission of carbon but now with these remedies. The will it cause more poverty because of the higher costs or will the effect of the remedies be even more worse than the disease themselves? So that's the question because I know that the higher costs will drive more people to poverty.,1,0,0,0,0,0,1,0,0,0,0,1,0,0
 Yeah that's that's that's a very very good question. Then whether or not solutions will outweigh the actual causes. You know would it actually be better with these solutions? I guess the best thing I have is right now I'm studying mechanical engineering and I really want to get into solar energy. Right now solar energy isn't very effective isn't very efficient. But it's increasing the efficiency and with more research it's getting better. And once it gets more efficient it becomes less expensive. So I think it just comes with time and patience and support I think is the biggest one to have.,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 I think we could like all benefit for the discussion because I think we all can see some kind of changes and we all want to support our community and our friends. And we could like make ideas and like maybe do like a video or something like that about it or show it around. Cause like I have thought about these small steps like these small ideas that you and things that you can change about your behavior and how you can change things. But there could be like these major things or these other options that doesn't come to like one person's mind like for example I think from my perspective someone might think something else. So I think that would be like a really good idea.,0,1,0,0,1,0,0,0,0,0,0,0,0,0
 Yeah. Great idea Elia. I like that. So if so I think you mentioned you know having a slack channel. We actually do have a slack channel on environmental and climate change related issues. So maybe if you're interested you could. You are. Feel free to join that slack channel to continue this discussion. And Elia's idea on producing or creating a video I think is also a good one that we can all kind of we can all work together on. And maybe I'm thinking maybe we can continue discussing how we can produce such a video on our - on that slack channel. Any any thoughts about. Does that sound OK?,0,1,0,1,1,0,0,0,0,0,0,0,0,0
 Yeah I think Elia's idea... I like it because it was very specific about you know taking this small step of using alternatives of milk and I guess if I'm not wrong Elia you wanted to also check if there are people on this meetup who'd like to collaborate with you on that specific project. Even though like we all have different ideas of how we can help our communities to mitigate against climate change. So I guess maybe getting commitment from from people about maybe doing research or contributing to Elia's idea.  You know discussing together so that you make progress towards that goal. And then I think Emily also has mentioned about the problem in in Long Beach about the oils. So maybe that could be also another strand that maybe all of you or a group of you could also work together on that. And also I think Christine and Lameck Collins you've mentioned about you know things in Mombasa and also in trying to deal with climate change.. Does it make people you know become more poor or not? So for me that's how I see like the three things. Some people can also come up with more ideas. But I think the most specific ones maybe people can just commit to that and work together make a video the way Elia has suggested at least have something that you can share with the wider group and keep improving on it. So that you can make progress until like you have a finalized project on that specific aspect. That's my suggestion. What do you think?  ,1,1,0,0,1,1,0,0,1,0,0,0,0,0
 I think if we make a video or something like that we can share our thoughts and like share the video to our schools and create a discussion based on the video so we can all like Emily and Christine and you guys you can like share your thoughts about ongoing issues in your places with what you deal with help and with these little helps or these images about changes could really be helpful because then you could have something to like work your arguments against or work your arguments with. So yeah that would be kind of like helpful to all of us. I think.,0,1,0,0,1,0,0,0,0,0,0,0,0,0
 So actually Vicente mentioned about something about the solar energy and I just remembered that I got this project idea about the trapping of sunlight to be used as uh in the solar - in the solar panels. And so I thought that would be really great to link it up with Elia's project about you know also the use of firewood be you know you'll be done away with. And so I thought I can also make a video about that considering also about the usage of electricity and all that. So I think I could be a very great you know improvement in the project if we all collaborated in doing the project.  ,1,1,0,0,1,0,0,0,0,1,0,0,0,0
 Yeah like for example I do my video of like my project about food so I can like fit like that to the video. So I can like make some kind of like about my project. It's going to be about food. The video is going to be more things. And I can make things about food for the video. And Toivo said something about taking pictures so we could use them on video so we can all participate in it so that it could be like our video not just like my idea. But like something we can all build together and create together.,0,1,0,0,1,0,0,0,0,0,0,0,0,0
 Yes I would love to do that so that we can be able to share it around our community and school. And I'm really involved in clubs and within my community. And I think creating that video will like broaden everyone's mind and they will see that not only it's affecting us here but all around the world.,0,1,0,1,0,0,1,0,0,0,0,0,0,0
 I think a video would be a good idea mostly because I think the first step to solve these problems is going to be making sure everyone knows what's going on and how we can make solutions how we can benefit from these solutions. So I think awareness is the key step in climate change make everyone aware of it and accept it. And then from there we can create solutions.  ,0,1,0,0,0,0,1,0,0,0,0,0,0,0
 Yes. And if we have some  ideas then no one can say that they don't know how to make actions. They don't know how to change things. Cause there would be like proof like yeah just watch this. There's like explanations. And that's one of the reasons I joined this chorus because I want to be able to give people explanations and what they can do. Like directions not only say that yeah climate change is true but like say how it affects us and what can we do about it. So the video would be like sort of point. Like it would be something we can share together.,0,0,0,0,1,0,0,0,0,0,0,0,0,0
 Yeah wonderful wonderful idea. So yeah. We just got we. We have to we have to make the video right? I think you everyone here is on board. I I guess as a follow up I will put every if you guys are OK I will put everyone here into the environmental channel on our on on on in our slack community so that we can continue this discussion. And I was also thinking maybe I mean in making the video probably we might have a couple of common questions that everyone can answer from their own perspective. And so that there is some sort of coherence or everyone is answering the same question or a set of the same questions but from different perspectives around the world.  ,0,1,0,0,1,1,0,0,0,0,0,0,0,1
 Yeah like for example how can you see climate change? Or how it affects you? So you could like show pictures or stories or something like that so everyone everyone can participate. Yeah. Yeah I think this meeting is. I don't know if it's going to take a lot more time but I need to go. So it was nice to meet you. And I especially liked to know the group. So good bye.,0,1,0,1,1,0,0,0,0,0,0,0,0,0
 Great. Yeah. Great. Thank you. And yes we're just about to close. We are. Yeah. At that time. Thank you everyone for joining. I want to remind everyone to go to the meeting agenda to leave your reflections. And I will put the links for our meeting agenda once again in the chat window so that you can go to it and leave your reflections. OK thank you so much. Any final thoughts before we close out?,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 No. If not. Thank you so much for joining today. It was a great conversation and hope to see you again soon. Bye. Thank you.  (everyone says bye),0,0,0,1,0,0,0,0,0,0,0,0,0,0
 OK. All right. So yeah it seems like we had some great ideas right? So do you guys want to I guess one might be to first is to maybe we can reiterate what our ideas were and then if we for each one if we can go round and if we have any comments or feedback or anything to contribute or ideas of how we could work together...,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Seung Bok can we quickly just go over our names really quickly because there were like 20 people there if that's all right with you. I know we have Jennifer and Emily. Emily say hi. (Emily waves) And then Jennifer's over there. (Jennifer waves) And then I'm Toby. And then Seung Bok is our leader. And then and then the Meghan K?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Meghan? OK. And then Joe? Is Joe in this group? And then.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Zach. Got it. OK. And then.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 And Dr. H is here. Dr. Hamilton say hi Dr. Hamilton.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I'm leaving. I just calling to get I was just trying to get Ateamate but.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 She's there! (cross talk) Hi Ateamate!,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Oh you're just here to get Ateamate. I thought you were joining us!,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Ok and then the Marsden. And then if you can introduce again I don't I if you can introduce the lovely people in the back again really quickly.,0,0,"0
",0,0,0,0,0,0,0,0,0,0,0
 Yeah. So my name is Marsden. So I'll start with uh you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 My my name is Ashley.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Yeah. Danielle I'm just wondering if you can give me co-host privileges and Ateamate can you let me know if you're can you and Danielle can you send Ateamate to our group? So I'm going back to the other group.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Yeah. Danielle is not in this room right now so I don't think she can hear you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 OK Seung can you give me co-host privileges from your device?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I. I will try. Oh yes I think I can. So you do have co-host privileges already.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Okay. Okay. And can you let's see. Um. I'm trying to see if we can get Ateamate into the other room.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Ateamate (audio cut out) In the room that only has Shad in it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Because I'm going there now.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Maybe Ateamate can join... Ateamate do you have a little icon for breakout rooms on your device?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Yeah I do. I do have it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 So do you see where it says you can go and breakout room 2?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I break out to room?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 You want to go to Room 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Actually the typing is just there but it's not active. When I click on it it's not going to any room. So I'm just told like breakout room one.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 That's what I was told breakout room one.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Well Ateamate is in two but alright I'm gonna go back to the other room.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 If you can join us or if Danielle can do a assign that group. All right. Enjoy. Bye bye.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Bye. All right. So. OK. So we also had Paul. Paul can you hear us?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Ah You can't you can't hear us clearly OK.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Hi. I can get you clearly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 OK. All right. But you are here with us.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I can now get you clearly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Oh you can. That's awesome. That's awesome. Yeah. So sometimes it helps...,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Yeah. Good. Good. OK. So I think yeah. So just to just to go back. I think we had some great ideas in the room. Maybe we can talk about them in more detail and also provide feedback you know some inputs and also maybe some ideas on how we can work together on some of these ideas. Right? So would anyone like to start off and kind of go deeper into their ideas?,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 I was just wondering is there any way we could like create like a slack group chat or outlook email group or something so we can all communicate our ideas? Is that possible?,0,0,0,0,1,0,0,0,0,0,0,0,0,0
 Yeah I think that would be great. So we can definitely create a Slack channel. Right. With we can create a Slack channel with the folks in this in this breakout room and that could be done after the meeting is over.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 That sounds OK? With everyone? Yeah? Nice. So let's let's definitely do that. So in terms of project ideas does anyone want to start?,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 Hi. I just wanted um like an idea that has to do with ocean pollution and how we could prevent that. I know that would also tie into climate change which are some other people's ideas. So.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
 Right. And in terms of cleaning up the ocean pollution did you have any specific approaches or ideas into that?,1,0,0,0,0,0,0,0,0,0,0,1,0,0
 Well I can't think of any off the top of my head. I know recently there was ocean cleanup. They used a certain piece of technology and I don't know how to explain it but I guess I could talk about in the group chat more for more feedback.,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 Yeah yeah yeah. Any any ideas from around the room here?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Maybe just a quick question for you like why do you think that challenge exist?,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 To clean up the ocean?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Well it's affecting our environment and it's kind of hard because we've been polluting the ocean for so long. So there's so much trash within the ocean. So it's hard to get all that out and people are still polluting even if they don't mean to do it directly. Some of the products are using.,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 Not Just trash but chemicals which.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 If you study animals how ocean animals filter the water(inaudible).,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 Um my mom was talking. Did you guys hear that or no?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 (everyone makes wavering hand motions) I mean if yeah if you can If you can repeat that that would be great. Or try to summarize it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I'll type it in the chat. Is that okay?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 My mom suggested using animals. So biomimicry how they filter out all of the toxic waste and still manage to survive. So that was her idea. So that's biomimicry and the Ocean pollution together.,1,0,0,0,0,0,0,1,0,1,0,0,0,0
 Hm. Excellent. I think that's a great idea. Any any other?,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 So maybe we can go next.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 So I have this amazing ladies here. So what what we heard what they were thinking about was creating the solution to reduce on littering in the school. So there was an idea around making um throwing of litter into the bins fun for the kids. So this could be maybe through making the bins look like  basketball rims or something. Or maybe they light up or they sing or a song when litter goes in especially for the very young kids. So just making the whole idea of of reducing littering fun in the school. So I think that's what the girls are thinking about.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
 I I personally think that's it's a fantastic idea to always I mean incorporating play into everyday activities is it's it's always something that's helpful. I feel like and especially in and especially like you said for young kids to develop the habit of of cleaning up. And I think that's a great idea. Well any any other? Yeah. Yeah.,1,0,0,1,0,0,0,0,1,0,0,0,0,0
 I can add something. Marsden can can the girls can they tell us like who thought of that idea?,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 It's a merge of ideas. Yep. So Petra.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Was this your idea Petra?,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 Tell me about it. What did you think of?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I thought sometimes when I go to the supermarket on the roads I see rubbish so I was just thinking of how to reduce that rubbish.,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 OK anything else? Did anybody help you any other ladies? Do either Ashley or Ashley want to join in and tell us what they thought? Do you like that idea?,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 Why? Tell me one thing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 What's your name? No stand up. What's your name?,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 My name is Ashley Wanjeku. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 OK. And what did you think of her idea?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I liked it because it was helping our area and people are pleased to try and live with a clean clean area. It helps the it helps the community.,1,0,0,1,0,0,0,0,1,0,0,0,0,0
 OK great. OK great. And then would anybody else the other Ashley do want to join in and tell us what you think?,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 I like this idea because it helps people like. It helps us to stay a clean place as Ashley has said. And I also like the idea of the Basketball bin because people would like help like they would make the place clean and people wouldn't be littering.,1,0,0,1,0,0,0,0,1,0,0,0,0,0
 Do you think the kids would like that?,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 How many kids go to your school? A lot of kids like 100 kids?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 So how are you going to set up the basketball or how are you going to set that up for everybody? That's a lot of kids to shoot in the baskets.,1,0,0,0,0,0,0,0,0,0,0,1,0,0
 I was thinking I was thinking like in every class. They have their own trashbin. And like the basketball rings should be decorated with colors. So like every time they go they dance their rubbish was (inaudible) the dust bin.  To maybe to start singing or colors to start forming around. Yeah. (inaudible) Because they learn how to recycle.,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 Excellent excellent leadership thinking. Very good. All right. That's. That's excellent job anybody else want to add anything from that group?,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 What's your name? What's your name?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I think that this the idea is good because it's a fun way to get the environment clean and the job done.,1,0,0,1,0,0,0,0,1,0,0,0,0,0
 Excellent. Thank you so much for sharing this was perfect. That's exactly what we wanted. So very nice sharing. Keep thinking. Good job.,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 Yeah. Any other ideas from around the room about this idea?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I think that was a really great idea. Because me and Emily are part of key club and we usually just go to service events and you know clean up go to beach cleanups street planning but we've never thought of actually turning it into something fun. And so I thought that was like really great idea.,1,0,0,1,0,0,1,0,0,0,0,0,0,0
 Usually when we attend like beach cleanups once we're done they collect like all of the trash that we picked up and they like they weigh it so that they can have like how much like we got to clean up. And then that's something that maybe Joe can use for his like research too like conducting beach cleanups or like any like community cleanups and like measuring how much trash they picked up.,1,0,0,0,0,0,1,0,1,0,0,0,0,0
 Yeah thank you Emily. And a question. So when they weigh it. Did they give out prizes to whoever collected the most?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Yeah. They don't. But it could be something that can like we can use to motivate like the students or the people who come out to like do the beach cleanups. It's something that they can like. Yeah. Like something that can motivate them to do it.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 Maybe win like a coffee card or a Starbucks card or a treat card or something. (laughing) I'm kidding. So... New York do you does anybody else want to join in? Patrick do you have anything you want to say?,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 I'm back here. I just need to uh (inaudible),0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Can you raise your microphone? We can't hear you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Can you guys hear me now?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Good. Good. So I've just joined this group I was in the other group so but I've only had the last sections of of the ideas that are coming from the students. So I'm looking forward to getting to learn more about what the discussions were like because I missed out the first bit of it. I was in the other group which is also doing some good work.,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 Nice good to have you with us.,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 I am seeing actually an idea that Paul had written in the chats. Paul do you want to kind of tell us about it?,0,0,1,0,0,0,0,0,0,0,0,0,0,0
  It said 'I have an idea of creating a software that detects the amount of carbon dioxide or carbon(inaudible). I think I guess it's carbon dioxide in the environment and suggests the best methods to //curb these bites and ads// to Internet users. And Paul I don't know if you're...,1,0,0,0,0,0,0,0,0,1,0,0,0,0
 Is Paul on this call?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Paul has sent a message. And he said he’s about to -,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 He's having problems. OK. All right. So that so so Paul is having some Internet connection issues right now. But so within the chat he's that's his idea. I guess we can continue around his idea in our Slack channel. And Patrick if you wouldn't mind. There's some background noise if you wouldn't mind muting your microphone. That would be awesome.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Thank you. Alright. Thank you so much. Any other ideas? So how about from our folks at uh in Long Beach?,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 Also like part of the like the ocean pollution. There's also like air pollution. And here in Long Beach. Like at the school that we attend to. Right behind it there's oil refineries and. Well we have the highest like air pollution here in our area because of the oil refineries. And I was wondering if anyone has like suggestions for like doing like service service events that can help reduce air pollution.,1,0,0,0,0,0,1,0,0,0,0,1,0,0
 Yeah. It's a big issue. We we're having some fires in Los Angeles right now and the air quality right now outside just out out here it's pretty bad. There's smoke everywhere. So any any thoughts on air pollution and how we can reduce them? I guess it connects directly to what Paul was mentioning right? In his in his chat.,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 Yeah so hopefully like on the Slack our group chat. Hopefully I could get to talk more with Paul. And like so he can share his idea with me and then do something together.,0,0,0,0,1,0,0,0,0,0,0,0,0,0
 Yeah. Yeah. I think that would be excellent. Any other thoughts from around the room? back? Do you have something?,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 Maybe New York Joe? Meghan?,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 Yeah. So I would like to link like the two ideas from Rayzon to the current problem of air pollution. So Rayzon are sort of wanting to make it fun like incentivizing kids to collect the litter. So I'm just thinking how do we provide such incentives to you know industry some organizations that you know like pollute the environment so that instead of creating barriers for them we incentivize them to try and and maybe use clean clean energy to try and you know pollute less rather than the way things are being done right now.,1,0,0,0,0,0,0,0,1,0,0,1,0,0
 Maybe we could also find a way to replace the use of fossil fuels to more healthy um things to use instead of using fossil fuels that pollutes the air.,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 Yeah. Some yeah no I agree. Yeah some great points and if we can work create some projects around those ideas I think that would be awesome and that would be really relevant to all the discussions that's going on around the world. Going back to going back to the climate discussion Right? And what's what's going on with that as well? Jennifer your idea was did could did we talk about your idea? No not yet right?,1,0,1,1,0,0,0,0,0,0,0,0,0,0
 Mine was about studying how climate change affects the topography of our planet which is the arrangement of the natural and artificial physical features of an area. So like when the glaciers melt there is a high there's a rise in sea level which may cause the water breaking down rocks and soils to rapidly grow. And like I'm gonna examine a certain area if there are any changes so far with global warming as well climate change. You know if you guys have any ideas about that,1,0,0,0,0,0,0,1,0,1,0,0,0,0
 Yeah. Are are you noticing any changes in Kenya? You know due to climate change?,1,0,0,0,0,1,0,0,0,0,0,1,0,0
 I'm not sure about that yet. I need to do more research on it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Oh yeah? Yeah my question was directed toward Marsden or I guess Zach also. Yeah you would.,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 I just wanted to let Marsden's students to- to try and respond to that question.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Yeah. Yeah. Do you think there are any  do you feel that there are any effects that you feel as as the result of climate change that that's occurring in Kenya? I guess that was my question but I probably over over. I made it. Oh I've overcomplicated the question obviously. (laughs),1,0,0,0,0,1,0,0,0,0,0,1,0,0
 Yeah they are trying to I think that trying to understand it at their level grade five. Um (turns to students) What do you think?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 What do you think about climate change?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The climate this mark is really cold and it's supposed to be at least sunny. So yeah because climate change cannot,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 Yeah so I think there are definitely changing weather patterns. Actually the whole year has been has been quite different. The rains delayed and now they are they should have been subsiding by now. But there is a lot of rain right now. So there's definitely a lot of change in the weather patterns. I think that's what Ashley is trying to say.,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 I think it's just to mention there's there's a lot of pollution that has been highlighted in the media in Kenya. A lot of pollution in the rivers. So there's a lot of there's a lot of problems with water that is not safe for drinking because there's a lot of waste from industries that is going into into the different systems the rivers that find itself maybe sometimes into the pipes that we consume in our houses. So it's a big problem. Yeah.,1,0,0,0,0,1,1,0,0,0,0,0,0,0
 Yeah yeah. How about on the East Coast there in New York or in in Pittsburgh? You guys are you guys noticing any differences?,0,0,0,0,0,1,0,0,0,0,0,1,0,0
 We keep noticing that it's raining more and more which we're very used to getting a lot of rain Most of the year.,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 The last two years it's really ramped up. We've gotten a whole lot of precipitation not a lot of sun.,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 Oh. wow. Any observations from New York?,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 I mean this summer really I mean the past summer was really really hot. I think it was more hot than it usually gets. I guess that is probably from climate change.,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 Clementina wanted to share something.,0,0,1,0,0,0,0,0,0,0,0,0,0,0
 There is also from my my rental class there was a project that we had to do based on. I don't know if you guys know about Superfund site. Any of you guys heard of that?,0,0,"0
",0,0,0,0,0,0,0,0,0,0,0
 It's like this it's this website that's created to explain that there's different parts of like all over the world like if you go to supersite.com it shows you the places that where in climate change and our environment is is being affected. There's one in Brooklyn called Brooklyn Creek hill site and that Superfund site is like it's founded by many people who give money towards to help environment because there's a part of Brooklyn where because of industrial revolution was very effected because of all the gas and oil spills that were in the water. So it's like Brooklyn Creek hill site. I'm not sure it's hill site Brooklyn Creek.,1,0,0,0,0,0,1,0,0,0,0,0,0,0
 Clementine. Can you put it in the chat box or if you can find it and put it on the chat box then we can all have it. That would be wonderful.,0,0,0,0,0,0,0,0,0,0,0,0,0,"
"
 It's not Even only in New York it's like in Los Angeles San Diego many places where you can go.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I guess. Yeah. On on Meghan's meghan Zach and Joe's machine there. Yeah. If you can type in the link. Yeah. That would be awesome. And I think it would be directly related to Jennifer what you're trying to do. I guess. Yeah. The type of information that's provided there. I'm not sure if it'll be directly related to topography or not but I think it will it will have some very nice data that you can take a look at. Yeah? Yeah. Awesome.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Seung everybody has really great ideas. This is very cool.,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 I know. And so I'm actually like getting very excited about our slack channel. And Meghan Zach and Joe they've been taking notes and they're going to they're going to post it onto our slack channel. So I think that's going to start off our our discussion in the right way. So I'm really thankful for that. OK thank you. So I think Clementine is typing it in now. OK. Alright. Any any other thoughts or observations?,0,0,0,1,0,0,0,0,0,0,0,0,0,0
 Seung does everybody have everybody's slack or email addresses? To connect with each other?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I think we'll create a slack channel and then invite everyone who's who was on this call here. And so I took some screenshots so that we know who is on and so that we can invite the right people on there. And so we'll do that after the meeting closes. And then and then we'll continue our discussion there. Yeah? Sound good? Awesome awesome. I know that it's now getting past lunchtime in New York and I'm sure in Kenya. What time is it in Nairobi right now?,0,0,0,0,1,0,0,0,0,0,0,0,0,0
 Yeah. It's past dinner time I hope. Yeah. I hope we're not holding you up from from from having dinner um but Yeah. So but so. Yeah we'll definitely continue this discussion on Slack. Or are all the students that are Ashley's Kara and Oh Kara Ashley Ashley and. I'm forgetting.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Petra. Are they are they also able to be on on slack or will you be? Will you be sort of the facilitator for them?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Yes. So they have. I gave them the passwords and directed them on how to get on Slack so I think they should be making progress over this weekend.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 I'm still waiting for my my credentials to get into the slack platform. So I think I'll follow that up with Danielle.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 OK. OK. Definitely. Definitely. Great. Great. So. Yeah. So let's let's continue the discussion. And thank you everybody for your contribution to this meeting. And yeah. Any final comments or. Final comments before we close out Meghan. Do you have something?,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Oh yeah. We just put the link into the chat window. So if you guys want to check that out you can. Um that Clementine...,0,0,0,0,0,0,0,0,0,0,0,0,0,0
